Cuno,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,Total
0005499,0,5737.5,5737.5,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15225
0005620,0,0,0,0,425,616,1929.98,2146.25,195,175,0,6445,1182,615.4,409.25,1509.5,1550.75,2426.65,675,1034,2500.1,2797.5,1297,0,2500,2159.9,2899.3,4196.15,890.7,533.73,980.7,902.33,125,225,762.45,1371.46,1585.6,47061.7
0005718,1001.88,1304.53,525,0,0,3175,4900,0,10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5995,0,0,0,0,0,0,0,0,27173.41
05904,0,0,5009,5009,0,0,0,0,0,7045,3750,3750,7500,3750,3750,0,0,0,0,0,0,8785,7430,7430,11110,7440,3750,3750,0,0,0,0,5145,0,7270,10650,10050,122373
0006029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750
06407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3816.5,2830.5,6060.5,4445.5,2830.5,19983.5
07300,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,1120,0,605,225,0,1678,0,0,0,0,180,595,0,0,0,0,5003
07332,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,985.5,985.5,985.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901.5
07623,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,1015
07636,0,0,0,0,0,0,0,0,0,0,1350,475,475,0,0,0,0,0,0,0,0,0,0,280,0,0,0,1311,675,675,337.5,0,0,0,0,0,0,5578.5
07638,0,0,0,0,0,0,0,0,0,0,1197.5,800,0,0,0,0,0,0,0,0,0,0,0,1305,0,0,0,0,0,0,0,0,2985,1635,1635,1635,1635,12827.5
07903,6385,6385,7240,7600,12350,7600,7600,2850,2850,10065,5850,7485,5850,2850,5015,3115,3115,3115,3115,3115,3115,4330,3115,1900,6179.37,25229.13,0,0,0,0,0,10585,5595,5595,8250,0,0,187443.5
0008000,0,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5995,0,10873
0008011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16175,3525,0,0,0,22085.2,15500,15500,72785.2
08609,7750,0,0,0,0,1710,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13610
08708,4029,0,0,0,0,0,0,0,0,0,-110,1285,0,0,0,0,0,0,0,0,0,37410,37410,0,7690,0,0,0,0,0,0,0,0,0,0,0,0,87714
0009149,0,0,0,300,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,1025,0,0,-750,200,1900,0,0,0,0,0,0,0,0,0,0,0,3675
0009479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0009529,0,0,0,0,0,972,972,-498,972,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,7002
009820,0,0,0,0,250,239,0,0,0,790,0,459,0,0,387,0,0,235,0,0,395,0,0,0,0,0,0,0,16998.13,18100,5000,5000,0,0,0,0,0,47853.13
0009900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010043,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050
010105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,117,3855,0,0,2050,1034.1,0,0,0,339,0,0,0,0,7512.1
010114,0,1300,0,375,0,0,1147.5,153,0,0,0,1045,0,0,3650,311,311,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9075.5
010131,0,0,0,0,0,275,345,0,0,0,0,0,0,102.6,478.8,425,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711.4
010220,4295,4295,0,0,0,0,0,0,0,0,0,0,4325,4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,17935
10301,0,0,0,0,0,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,4900,0,0,0,0,0,11810
010343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6426,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,0,0,10001
010358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050
010378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5
010455,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
010483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,1900,1900,1900,1900,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400
010491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010500,0,0,0,0,0,0,0,0,0,7437.5,3000,3000,3695,3000,6395,3000,7535,3000,4485,3000,0,0,8150,0,0,0,1255.5,3055.5,0,0,0,0,0,0,0,0,0,60008.5
10800,0,0,0,0,13013,37856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5,0,0,0,0,0,0,0,0,50992.5
010885,-530,2380,1665,0,0,0,0,0,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6883
010894,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280
010956,1134,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,194,0,0,0,0,0,3141
11015,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
011020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,1350
011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,947.5,0,0,139.75,156,0,1530,510,3733.25
011114,0,0,-1943.89,1943.89,0,11595,18595,7295,7295,7295,7295,7295,14590,7295,7295,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103945
011153,150,700,275,275,275,-6795,1869,2319,1869,1719,1719,1719,2219,2894,1050,1050,1200,2425,425,1200,1200,1200,1825,1300,1300,1175,1175,1175,1175,1925,1925,1925,2525,3875,3125,2015,125,47522
011154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1805.63,0,1805.63,0,0,0,0,0,0,0,0,0,0,0,0
0011159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,553
0011289,0,0,0,0,0,0,0,0,81.25,247,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,2250,2250,7643.25
011318,2250,0,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,4500,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,4500,2250,2250,2250,2250,2250,2250,2250,2250,0,0,0,0,0,74250
011379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925
0011409,0,4566.6,0,0,0,0,0,243.75,2795,0,650,0,0,0,0,0,0,2070,1453.2,1950,478,0,248.63,1003,2885,8685,1125,0,1650,3325,0,0,0,0,0,0,0,33128.18
011565,0,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,0,753,0,0,29647.04,31275,30200,26275,21625,21625,15125,179031.04
011584,15125,15125,15125,15125,24250,18125,12125,15125,15125,11700,6500,17075,11500,14000,11500,9150,17500,21800,14700,7180.9,14261,27546.6,34330.1,44843.6,32623.6,31253.7,19622,14500,955.1,0,0,0,0,0,0,0,0,507791.6
011616,0,0,0,0,0,0,0,0,0,112.5,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
011641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537
011677,0,0,2400,4680,0,0,5346,8298,0,0,0,0,0,0,4320,5985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31029
11685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455
011785,0,0,0,0,0,0,0,0,0,0,525,0,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305
012109,0,0,0,0,0,0,632,0,0,0,0,0,0,0,1800,272.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.2
012144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
012166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012189,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,3535,0,0,4104
0012219,0,0,685,540,0,0,640,617,0,960,960,0,0,2785,382.5,1690,8230.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241,0,0,19730.75
012271,0,0,0,0,0,0,0,175.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,3575.44
012273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,0,0,0,866
12419,0,0,0,0,0,0,0,0,0,0,0,0,7450,0,0,0,0,0,0,3700,9250,5550,0,20080,20100,0,0,0,0,0,0,2468,6993,7400,11786,13349,25250,133376
012446,0,0,0,0,0,1868,9967,5586,1861,24739,20600,0,0,0,0,6574.75,15839.33,7665.5,7873,9879,44023.5,36141.9,45849.75,26585.5,22683.73,27994.25,17336.75,18657.75,17823.7,4529.5,5349.5,17410.7,34116.8,7107.3,28456.6,24579.7,27404.2,518503.71
012503,15007.57,6949.6,15725,1161.85,4742.23,394.75,679.5,-2243.5,3897.25,15204,8693.75,-1327.75,17087.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,86511.75
012621,0,0,0,1000,0,0,0,0,0,0,0,0,0,5580,0,0,0,850,0,0,0,0,0,843,1406,0,0,877.5,3244.5,901,0,0,3340,0,395,0,2664,21101
012680,467.5,6282.3,5697.75,0,11521.64,1487.5,11148.45,20292.6,8091,1861.5,2524.5,0,0,0,0,225,0,0,0,0,0,1270,0,0,0,0,0,3590,0,0,0,0,0,0,0,0,0,74459.74
012760,0,0,0,527.4,715.5,2677.5,1705.5,298.8,0,0,0,0,11800,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,6940,0,0,0,0,0,0,0,0,3500,39964.7
012803,3500,0,0,0,285,0,285,0,3805,0,0,0,0,-2600,495,0,2600,4138.5,2600,2600,2600,1730,0,1290,0,0,825,1773.5,0,0,-10971.05,11025,0,0,3210,0,937.8,30128.75
12808,0,0,0,763,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,0,0,0,0,0,0,4181
013044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,490
013107,0,0,0,0,0,0,0,0,0,0,0,0,552,337.5,0,679.5,0,274.5,205,0,651.93,0,769.5,0,517.5,0,1150,5746.5,1150,1362.88,575,265.5,0,0,0,306,2672.5,17215.81
0013159,0,950,0,0,215,0,1240,497.4,1218,0,0,0,0,61.75,95,0,0,0,125,0,0,0,0,0,115,0,0,0,0,0,115,816.75,0,234,80,0,0,5762.9
013431,0,0,0,0,0,4539,4539,4539,4539,4539,4539,4539,4539,4539,4539,4539,0,0,0,0,0,0,0,5985,2470,0,0,0,0,0,0,0,0,0,0,0,0,58384
013440,0,0,0,0,0,22437.88,0,5050,290,2255,1300,0,0,0,0,225,227,0,0,0,0,555,3985,0,0,0,0,0,0,585,0,0,0,0,610,0,0,37519.88
013443,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,3290,0,0,0,0,0,0,0,0,0,0,1210,0,0,416,0,0,0,0,0,0,0,0,9116
013450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-515,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165
013470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,0,927
13502,0,0,0,0,0,0,0,0,1662,0,0,0,0,378,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376
13515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450,0,10305,15755
13516,5625,3093.75,0,0,0,0,0,2497.5,43408.5,35441,0,0,3810,0,0,0,0,0,-1350,-3858.5,5979.5,13295.8,0,3875,0,0,0,0,0,0,0,0,0,0,0,0,0,111817.55
13518,0,0,0,0,22125,0,0,0,0,0,0,0,0,3200,0,0,0,1448,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29253
13520,0,0,0,0,0,0,0,0,0,0,227.5,0,0,0,0,0,0,0,-4650,3100,6200,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5072.5
13522,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
13526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945
013530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,145,0,0,0,0,0,142.35,0,0,0,727.35
13534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013537,0,0,0,0,0,0,0,0,0,4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002,5192,6812,6002,6002,6002,6002,6002,6687,8402,67866
13538,2554,1682,810,810,1620,810,810,810,810,810,810,810,810,810,810,810,1620,810,375,375,375,375,375,375,375,0,0,1860,1080,0,0,0,0,1205,0,0,0,25586
13541,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6070
013591,0,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,197458.09,294036.45,197803.58,141215.36,249172.43,168748.26,244580.79,214878.09,240396.51,212994.78,263109.57,173573.48,262679.07,2860775.96
0013599,199901.25,244029.05,100053.46,199252.45,187000.47,133803.26,231688.34,276691.03,83909.19,113406.93,124560.47,133864.79,134606.16,113569.13,58745.1,111702.95,75852.47,75852.47,74805.8,75443.18,93368.42,92998.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935104.41
013615,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,275
0013619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12430,21830,0,0,0,0,0,0,0,0,0,9400
013626,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3515,4650,295,670,0,0,0,0,0,0,2250
0013639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530
013920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900,17700,0,0,0,0,550,668,0,0,3258.05,0,2200,1500,0,0,0,3524.4,0,700,6790,0,42790.45
13933,6818,3818,4468,0,641.25,1050,0,0,0,0,0,0,0,3318,0,5700,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26113.25
014078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,424,99,99,99,99,99,198,99,603,99,2017
014167,99,99,99,99,99,99,198,99,354,382,382,382,3444,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,4800,0,0,0,0,13084
014170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014210,0,345,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038
0014379,0,0,0,0,0,0,0,0,0,0,0,0,13827.5,10550.5,37060,1260,616.5,0,1233,4194,10012.5,225,448.2,6268.5,6610.28,2284,0,1174.5,-1250,750,2082,2410.8,8315.7,11522.8,6952.63,8688.2,5276.25,140512.86
0014399,59137.9,14018.5,7204.3,20959.39,0,306,11751,5736.51,8990.38,5154.3,1687.5,0,0,0,0,0,0,0,0,0,-460,0,0,1570,0,2518,0,0,0,0,0,0,0,0,0,0,1035,139608.78
14404,0,0,265.5,680.4,0,140,256.5,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,2148.4
0014499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.5
0014599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14811,0,0,0,0,0,0,0,1900,1900,0,0,0,0,0,0,0,750,2610,2610,1900,1900,0,0,0,510,1276,1276,2447,3397,1276,3036,1900,3800,0,0,0,0,32488
15003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,3780,1890,0,0,0,0,0,7560
15082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0015349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,460,207,0,822
0015469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-540,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570
16110,0,0,0,0,0,0,0,0,0,0,3600,8800,12670,7470,7470,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,0,0,0,0,0,0,0,43941
17313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,3250
0017479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,0,0,0,0,0,3125
17600,2832.3,3564,2250,0,8495,6758.5,4655,2590.6,11844,11150,21743.75,11280,12780,12926.25,13440,10740,15790,35980,34755.3,11399,0,47,0,0,0,0,0,35,855,1120,115,2440,2800,0,0,0,0,242385.7
0017609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24100,4820,4820,4820,4820,4820,0,0,0,0,0,0
0017719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.75,3646.5,502.22,-1372.75,3030.25,6855.97
017755,0,1368.5,6434.5,4352.53,0,12023.25,14003.75,12150.75,1105,16927.75,7580.3,2031.7,5237.62,10904.5,11047.38,8596.38,10669.79,41083,14383.75,14849.5,18840.25,25662,13421.5,0,-209.55,936.3,-1467.1,14098.1,39356.34,5656.75,581.4,0,1215,6930,1355,790,0,321915.94
18106,5440,17915,0,755,0,5060,13985,0,5976.25,6395,8127,100,4205,12184.25,5355,3160,5095,2500,2820,681.75,2887.5,0,895,1545,2465,8494,3360,1690,0,0,0,0,0,0,0,0,0,121090.75
18125,1050,1350,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290.5,17171,28400.04,19030.5,11875.5,11875.5,13158,10107,117658.04
0018139,10507.66,9558.32,2016,2016,909,1539,117.5,8837.5,4905,0,1810.5,3510,3367,8817,14577.5,2725,12936.88,18095.5,46651,4207.5,6494.4,4207.5,4473,32638.8,17482.75,17214.75,13725,825,0,0,0,0,0,0,0,0,0,254165.06
0018279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1290,0,0,0,0,0,0,0,0,0,0,0,3230
18390,1890,1912.5,1912.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5715
0018589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0018609,0,0,1906.5,477,0,0,0,0,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6228.5
19014,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
19016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0019129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,620,0,0,5840
0019569,0,0,0,0,0,0,0,0,0,0,0,0,0,4528,4528,4528,4528,4528,6613,0,0,1450,0,1475,0,0,0,982,0,0,31.85,0,0,1227.05,0,299,178.75,34896.65
0019649,0,0,74.75,4978,0,0,0,0,0,958.5,0,0,-581.39,2933.1,2351.7,0,0,0,0,0,0,13455,11250,11250,11250,11250,0,0,0,0,0,0,0,0,0,0,0,69169.66
19812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0019829,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400
0019909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,2331,0,7515,0,0,0,0,0,0,0,0,10541
0019999,0,0,0,7650,0,0,0,0,0,0,418.5,0,-1725,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008.5
0020171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0020629,0,0,0,5505,2752.5,0,0,1199.7,1199.7,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.5,0,0,6325,0,0,0,0,0,0,0,17544.4
020746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.5,0,0,0,0,0,0,0,0,0,0,0,1087.5
0020769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630
20805,0,0,0,0,0,0,0,0,0,0,28475,30719,4087.2,0,0,1470.5,2941,4245.75,3278.34,7118.75,8077.75,6548.5,3386.5,13916,15498,0,1721.25,-8042.55,0,23726.9,8368.2,18622.2,9945.3,18702.55,7290,0,0,210096.14
20818,0,274.5,0,0,4005,7300,4525,5105,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21514.5
0020849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,2160
0021069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0021319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16605,12487.5,12487.5,12487.5,12487.5,12487.5,12487.5,0,0,0,35505,3465,130500
0021339,25425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25425
0021510,0,0,0,0,0,1260,0,0,0,0,903.6,0,0,5850,1350,321.75,2038.5,926,0,0,0,0,0,0,1012.5,0,0,0,0,0,0,0,0,0,0,0,0,13662.35
0021629,0,6225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,7120
21825,0,0,1450,1450,0,0,0,0,0,0,0,0,5600,0,0,211.5,0,1215,1215,1215,0,0,0,0,4584.23,2497.5,2497.5,0,0,0,0,0,0,0,0,0,0,21935.73
21828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
